ts,user_id,endpoint,status,latency_ms,bytes
1700000050,816651,/api/v2/recommendations,200,3398.279,1660856
1700000051,530946,/api/v1/users/{id},200,3381.687,1561410
1700000052,755916,/api/v1/session,200,1296.385,1817353
1700000053,784904,/static/app.css,200,1937.542,973595
1700000054,288185,/api/v1/search,200,1274.787,661431
1700000055,139344,/api/v1/orders,200,4997.555,529398
1700000056,272351,/api/v1/cart,200,4608.719,1437518
1700000057,907331,/api/v1/products/{id},200,2473.403,1409568
1700000058,251582,/api/v2/recommendations,200,2045.900,279275
1700000059,996500,/static/app.js,200,3220.541,1608135
1700000060,950556,/static/app.js,500,438.357,1944374
1700000061,24763,/api/v1/products,200,699.405,762275
1700000062,586967,/api/v1/login,200,2067.486,872912
1700000063,509035,/api/v1/session,200,628.841,774252
1700000064,609893,/api/v2/recommendations,200,3755.693,378356
1700000065,239551,/api/v2/recommendations,400,4901.110,81829
1700000066,899516,/api/v1/products/{id},201,1589.945,159145
1700000067,708091,/api/v1/search,200,1272.008,1654927
1700000068,807216,/api/v1/products,200,1721.147,1199952
1700000069,902689,/api/v2/reviews,200,2586.205,1666057
1700000070,483725,/api/v1/session,200,632.983,1439870
1700000071,937840,/api/v1/orders/{id},404,3363.399,503723
1700000072,871708,/api/v1/cart,200,2284.836,288685
1700000073,728421,/api/v1/users,404,2186.686,1495049
1700000074,596992,/api/v1/cart,301,185.676,1560263
1700000075,752909,/api/v1/login,200,2009.660,640273
1700000076,5940,/static/app.css,200,4635.589,1471897
1700000077,440960,/api/v2/inventory,304,2107.489,695352
1700000078,92205,/api/v1/orders/{id},200,4209.031,1461702
1700000079,897631,/api/v1/logout,200,721.012,1681367
1700000080,598763,/api/v1/search,200,1871.897,1066273
1700000081,278977,/api/v1/users,200,3743.428,1112127
1700000082,188198,/api/v1/products/{id},200,2792.922,779084
1700000083,909107,/api/v1/search,200,3448.334,1899620
1700000084,707649,/api/v1/users/{id},200,3287.831,434158
1700000085,701498,/static/app.js,500,1138.200,365436
1700000086,3444,/api/v1/orders/{id},200,2713.070,20359
1700000087,100785,/api/v1/checkout,200,2848.846,1784638
1700000088,498117,/api/v1/cart,200,1194.855,931592
1700000089,706589,/static/app.css,200,2607.376,247508
1700000090,187346,/api/v2/inventory,200,3257.801,1676579
1700000091,507174,/api/v2/recommendations,200,1839.245,1958175
1700000092,743244,/api/v1/logout,200,4234.565,1619955
1700000093,700128,/static/app.js,200,141.952,10629
1700000094,171335,/api/v1/cart,200,506.228,416025
1700000095,879320,/api/v1/users,200,534.658,1201503
1700000096,241545,/api/v2/reviews,200,2152.714,1115097
1700000097,813563,/api/v1/session,200,168.902,315623
1700000098,836382,/api/v1/orders/{id},304,1268.720,156017
1700000099,622683,/static/app.js,200,391.784,109034
1700000100,951948,/api/v1/products/{id},200,83.284,1569400
1700000101,31400,/static/app.js,304,3755.795,1421280
1700000102,854455,/api/v1/logout,200,133.066,1317431
1700000103,246085,/,200,3996.317,880425
1700000104,779484,/healthz,304,2589.035,1175950
1700000105,57108,/api/v1/cart,200,1642.231,1472229
1700000106,307440,/api/v1/cart,200,365.731,1372730
1700000107,576172,/metrics,200,3434.263,1886788
1700000108,439868,/healthz,200,4297.293,1132723
1700000109,522339,/api/v2/reviews,200,1618.149,435847
1700000110,899402,/api/v1/cart,201,2669.893,431781
1700000111,861584,/api/v1/products/{id},201,1403.254,442368
1700000112,595434,/,200,2503.917,1434121
1700000113,686565,/api/v1/checkout,200,2223.742,998017
1700000114,787617,/api/v1/cart,403,524.272,1896823
1700000115,918933,/healthz,200,1890.920,254079
1700000116,528975,/api/v1/users/{id},201,1745.356,1636734
1700000117,795779,/api/v2/inventory,200,2003.705,4183
1700000118,315439,/api/v1/checkout,201,1407.578,319317
1700000119,790243,/healthz,304,1047.955,1164282
1700000120,935983,/api/v1/users,200,1661.963,1850416
1700000121,777430,/api/v1/users/{id},200,1594.226,1062640
1700000122,986229,/api/v1/orders/{id},200,1893.129,618275
1700000123,102144,/api/v1/products,200,2968.171,189945
1700000124,730097,/api/v1/users/{id},200,2306.998,1774752
1700000125,903480,/api/v1/checkout,204,2641.952,1051540
1700000126,530551,/api/v1/login,200,4253.711,1902937
1700000127,75291,/api/v1/products,200,1634.704,590467
1700000128,420889,/,403,3262.015,1216277
1700000129,641434,/api/v1/orders,200,2383.295,1351563
1700000130,802534,/api/v1/users/{id},200,2471.493,1375648
1700000131,223155,/api/v1/orders,200,1455.347,1141705
1700000132,334885,/api/v1/users,200,2958.470,48365
1700000133,301795,/api/v1/users,200,3423.027,1269902
1700000134,767197,/api/v1/users/{id},200,3665.577,526029
1700000135,625634,/static/app.js,200,2481.227,1490315
1700000136,196446,/api/v1/products,200,924.902,86310
1700000137,519061,/api/v1/orders,200,1873.723,1975328
1700000138,789748,/api/v1/logout,201,2412.473,888059
1700000139,171838,/api/v2/reviews,304,1117.821,1177103
1700000140,368,/api/v1/login,200,3081.485,1730683
1700000141,770806,/api/v1/users,200,3845.893,459873
1700000142,8734,/api/v1/products/{id},200,2138.226,1741431
1700000143,309340,/metrics,200,4117.684,1326387
1700000144,396606,/api/v1/cart,200,1405.495,163253
1700000145,254582,/api/v1/products/{id},200,961.561,1605803
1700000146,325756,/api/v1/orders/{id},200,1073.408,1919821
1700000147,403580,/api/v1/products,200,3262.377,822198
1700000148,881835,/api/v1/session,200,2315.973,185301
1700000149,709206,/metrics,200,3591.428,1463986
1700000150,508095,/api/v1/session,200,3835.727,987590
1700000151,43195,/api/v2/recommendations,200,1875.099,1925638
1700000152,987960,/api/v1/users,200,704.250,334490
1700000153,270578,/api/v1/search,200,3335.101,263031
1700000154,454625,/api/v1/logout,200,1794.625,450609
1700000155,967395,/api/v1/checkout,200,2838.689,899277
1700000156,247549,/api/v1/checkout,200,571.241,1126462
1700000157,706111,/api/v1/checkout,200,4233.486,1349212
1700000158,298929,/static/app.css,304,1560.679,792553
1700000159,204428,/api/v1/orders,200,2920.297,659140
1700000160,937288,/static/app.css,401,629.007,1399427
1700000161,645181,/api/v1/users,201,2382.046,1978661
1700000162,20868,/,200,3082.374,1956921
1700000163,684889,/static/app.js,200,1859.688,796275
1700000164,145032,/api/v2/reviews,200,1390.346,1639424
1700000165,847952,/,200,2294.974,437013
1700000166,729005,/api/v1/login,200,3266.370,1157380
1700000167,762061,/api/v1/orders/{id},200,1374.405,409274
1700000168,784260,/api/v1/cart,200,1592.599,1209814
1700000169,913796,/metrics,200,800.928,355592
1700000170,486393,/api/v1/products,200,4584.052,950511
1700000171,736174,/api/v2/inventory,200,736.903,1916354
1700000172,491197,/api/v1/session,200,4656.520,887236
1700000173,209775,/api/v1/orders/{id},200,1605.709,23688
1700000174,94250,/api/v1/orders/{id},200,3659.614,1146640
1700000175,799642,/api/v1/orders/{id},200,98.731,1452298
1700000176,573236,/api/v2/inventory,200,2616.853,370327
1700000177,347761,/api/v1/orders,200,745.856,172158
1700000178,598565,/api/v1/users,200,1494.260,74383
1700000179,573315,/api/v1/cart,200,1191.524,1042333
1700000180,102178,/api/v1/logout,200,4074.519,448148
1700000181,773924,/api/v1/users/{id},304,497.179,1742114
1700000182,55201,/api/v1/products/{id},200,4640.206,453144
1700000183,17360,/api/v1/users,200,4279.056,77709
1700000184,925441,/healthz,200,3647.479,1224866
1700000185,244178,/api/v1/search,200,4894.719,163351
1700000186,524616,/api/v1/login,404,844.376,1766412
1700000187,673117,/api/v1/users/{id},200,2919.964,1573231
1700000188,755457,/api/v1/cart,301,269.269,1995585
1700000189,413468,/api/v1/logout,200,1851.610,1113554
1700000190,699125,/api/v1/checkout,200,2006.001,1858471
1700000191,164707,/api/v2/inventory,200,3715.017,1248477
1700000192,612474,/api/v1/logout,200,3748.013,107258
1700000193,975718,/api/v2/reviews,200,2509.980,619539
1700000194,579106,/api/v2/inventory,200,93.964,375789
1700000195,150862,/metrics,200,3048.518,19864
1700000196,612195,/,200,2482.087,1913207
1700000197,294841,/api/v2/recommendations,200,1669.345,503331
1700000198,409492,/api/v2/reviews,200,840.955,1377522
1700000199,919121,/healthz,200,3283.014,260863
1700000200,432490,/api/v1/products/{id},200,4824.246,1055888
1700000201,536944,/api/v1/products,500,2202.242,1690777
1700000202,381405,/,401,182.091,507478
1700000203,54041,/api/v1/users/{id},200,1062.277,1486406
1700000204,740657,/api/v1/logout,200,4683.416,665751
1700000205,985756,/healthz,200,385.685,191323
1700000206,248620,/api/v2/recommendations,201,2922.115,1150235
1700000207,245083,/api/v1/orders/{id},201,903.250,54916
1700000208,90799,/healthz,200,3950.299,1603037
1700000209,751622,/api/v2/inventory,200,1936.351,834588
1700000210,422282,/,200,2133.791,1081550
1700000211,557328,/static/app.js,400,1813.041,781144
1700000212,817925,/api/v1/cart,200,563.546,1551858
1700000213,444669,/static/app.css,201,2777.290,1738473
1700000214,2517,/static/app.js,200,1809.412,914384
1700000215,749147,/api/v1/products,200,2053.649,323145
1700000216,4654,/api/v1/users/{id},304,396.955,78907
1700000217,539158,/api/v1/search,200,3833.005,1814239
1700000218,158153,/api/v2/inventory,500,1454.723,431029
1700000219,824460,/api/v1/logout,304,2014.437,1220992
1700000220,954453,/api/v1/products/{id},401,473.183,1818598
1700000221,156950,/api/v1/logout,500,1437.452,86626
1700000222,868400,/healthz,200,853.934,1955123
1700000223,695464,/api/v2/reviews,200,826.155,1607460
1700000224,805619,/healthz,200,2571.847,575445
1700000225,196573,/api/v1/logout,200,388.223,1189187
1700000226,998168,/api/v2/reviews,200,1004.394,734957
1700000227,401143,/api/v1/orders,200,3952.826,1136521
1700000228,969204,/healthz,200,2706.375,98253
1700000229,844692,/api/v2/inventory,404,1622.443,808274
1700000230,275131,/api/v1/checkout,301,2934.226,74627
1700000231,770034,/api/v1/orders/{id},200,3500.536,682444
1700000232,980369,/,200,1960.005,959835
1700000233,313677,/api/v1/products/{id},200,2150.124,591859
1700000234,32043,/healthz,200,870.296,304705
1700000235,95395,/api/v1/login,200,2517.748,1312068
1700000236,360013,/static/app.css,200,1599.865,1746183
1700000237,657674,/api/v1/checkout,500,1196.855,460017
1700000238,597154,/api/v1/checkout,200,1396.099,1194693
1700000239,152552,/api/v1/orders/{id},304,2290.890,1228812
1700000240,148152,/api/v1/users/{id},200,31.349,714764
1700000241,219976,/api/v1/users/{id},200,1320.022,25760
1700000242,853305,/static/app.js,200,4456.835,938748
1700000243,575150,/api/v2/inventory,200,3665.691,1275964
1700000244,658727,/static/app.css,200,1894.420,1709545
1700000245,731447,/api/v1/orders/{id},304,3016.556,1168286
1700000246,165541,/api/v1/search,200,1484.551,344691
1700000247,802773,/api/v1/orders/{id},200,3933.674,1932867
1700000248,39657,/api/v1/search,200,2973.020,740012
1700000249,529853,/api/v1/checkout,400,3405.354,575812
1700000250,525354,/api/v1/checkout,201,760.482,1366355
1700000251,17758,/api/v1/session,200,1094.966,377878
1700000252,986202,/api/v2/inventory,200,3236.152,1857430
1700000253,728696,/static/app.css,200,791.906,1782446
1700000254,640902,/api/v1/users,304,1259.112,477156
1700000255,845000,/api/v1/orders,200,4726.701,844819
1700000256,949894,/api/v1/orders,200,1725.107,775255
1700000257,326203,/,200,4535.100,599466
1700000258,566497,/api/v1/search,400,1751.074,1030410
1700000259,29632,/api/v1/products,200,403.467,923177
1700000260,256615,/,400,4895.197,1553323
1700000261,934564,/api/v1/search,200,4849.567,361553
1700000262,583571,/static/app.js,200,1214.608,478659
1700000263,534283,/api/v1/logout,200,4336.825,78804
1700000264,739829,/api/v1/checkout,200,1726.120,870867
1700000265,682073,/api/v2/reviews,201,2141.820,1454553
1700000266,647996,/api/v2/recommendations,200,2182.074,1019778
1700000267,990214,/api/v1/cart,200,3469.835,564779
1700000268,922686,/api/v1/checkout,200,3240.006,1252266
1700000269,545823,/api/v1/session,200,2292.442,247090
1700000270,546955,/api/v1/login,200,2003.579,1165052
1700000271,228293,/api/v2/reviews,200,4283.308,1967821
1700000272,297643,/static/app.css,304,1655.932,367297
1700000273,411861,/static/app.css,201,879.327,975775
1700000274,601718,/api/v1/users/{id},200,2488.565,1863263
1700000275,743228,/,200,3348.608,1704447
1700000276,161279,/api/v2/inventory,200,3156.363,309759
1700000277,665089,/metrics,301,2957.432,1405676
1700000278,956204,/metrics,200,1073.557,1600499
1700000279,544810,/healthz,200,3444.758,1051538
1700000280,659471,/api/v1/orders/{id},301,4753.088,1263122
1700000281,717261,/api/v1/checkout,204,398.134,1669332
1700000282,693010,/api/v1/logout,200,4121.616,157947
1700000283,17881,/api/v1/session,200,3665.516,1884283
1700000284,436187,/api/v1/session,200,4032.906,257911
1700000285,544561,/static/app.js,200,1496.761,272631
1700000286,240995,/api/v1/products,204,4611.337,1084637
1700000287,898988,/metrics,400,1546.023,573801
1700000288,478351,/static/app.css,200,1864.839,1729285
1700000289,542782,/api/v1/logout,200,1745.924,88655
1700000290,345116,/api/v1/products,200,3447.251,731236
1700000291,665383,/api/v2/inventory,304,757.535,274735
1700000292,651837,/api/v1/orders/{id},201,3329.972,1834199
1700000293,532627,/api/v1/session,200,1012.172,1327349
1700000294,181439,/api/v1/checkout,502,1658.209,617352
1700000295,993275,/api/v1/search,200,2696.164,1384888
1700000296,390051,/api/v1/users/{id},200,4303.451,1484293
1700000297,518329,/api/v1/checkout,200,2010.828,860620
1700000298,292742,/api/v2/recommendations,200,2422.423,1078071
1700000299,957783,/healthz,500,3014.515,214129
1700000300,147274,/api/v2/recommendations,200,1187.719,2811
1700000301,679614,/,200,4256.428,1144450
1700000302,35642,/api/v2/inventory,200,3421.726,789519
1700000303,308675,/api/v1/login,304,507.178,945272
